交易日,合约代码,交易所代码,合约在交易所的代码,最新价,上次结算价,昨收盘价,昨持仓量,今开盘价,最高价,最低价,数量,成交金额,持仓量,今收盘价,本次结算价,涨停板价,跌停板价,昨虚实度,今虚实度,最后修改时间,最后修改毫秒,申买价一,申买量一,申卖价一,申卖量一,当日均价,业务日期
20210127,cu2102,,,58690.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,14862,4365433400.0,31723.0,1.7976931348623157e+308,1.7976931348623157e+308,62240.0,55190.0,0.0,1.7976931348623157e+308,11:29:59,0,58690.0,5,58700.0,2,293731.2205625084,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:00:00,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
20210127,cu2102,,,58680.0,58720.0,58420.0,34837.0,58560.0,59050.0,58510.0,20908,6139332450.0,30205.0,58680.0,58720.0,62240.0,55190.0,0.0,1.7976931348623157e+308,15:29:29,0,58640.0,8,58680.0,7,293635.5677252726,20210127
